category,path
church_bells,audio/1-13571-A-46.wav
church_bells,audio/1-13572-A-46.wav
church_bells,audio/1-21421-A-46.wav
church_bells,audio/1-22804-A-46.wav
church_bells,audio/1-40154-A-46.wav
church_bells,audio/1-48298-A-46.wav
church_bells,audio/1-54747-A-46.wav
church_bells,audio/1-56907-A-46.wav
helicopter,audio/1-172649-A-40.wav
helicopter,audio/1-172649-B-40.wav
helicopter,audio/1-172649-C-40.wav
helicopter,audio/1-172649-D-40.wav
helicopter,audio/1-172649-E-40.wav
helicopter,audio/1-172649-F-40.wav
helicopter,audio/1-181071-A-40.wav
helicopter,audio/1-181071-B-40.wav
chainsaw,audio/1-116765-A-41.wav
chainsaw,audio/1-19898-A-41.wav
chainsaw,audio/1-19898-B-41.wav
chainsaw,audio/1-19898-C-41.wav
chainsaw,audio/1-47250-A-41.wav
chainsaw,audio/1-47250-B-41.wav
chainsaw,audio/1-64398-A-41.wav
chainsaw,audio/1-64398-B-41.wav
hand_saw,audio/1-18810-A-49.wav
hand_saw,audio/1-23706-A-49.wav
hand_saw,audio/1-46353-A-49.wav
hand_saw,audio/1-7974-A-49.wav
hand_saw,audio/1-7974-B-49.wav
hand_saw,audio/1-9886-A-49.wav
hand_saw,audio/1-9887-A-49.wav
hand_saw,audio/1-9887-B-49.wav
engine,audio/1-18527-A-44.wav
engine,audio/1-18527-B-44.wav
engine,audio/1-22882-A-44.wav
engine,audio/1-50454-A-44.wav
engine,audio/1-50455-A-44.wav
engine,audio/1-50661-A-44.wav
engine,audio/1-61261-A-44.wav
engine,audio/1-62565-A-44.wav
